date,T,Po,P,U,tavg,tmin,tmax,prcp,wspd
2010-09-14,27.525,755.375,758.975,82.25,27.4,24.2,33.1,3.2,6.2
2010-09-15,28.6,755.25,758.85,71.0,28.5,24.2,34.2,0.0,5.3
2010-09-16,28.625,754.325,757.9,75.5,28.5,25.3,33.6,40.5,4.8
2010-09-17,28.575,753.175,756.75,78.5,28.5,25.5,33.6,0.0,5.3
2010-09-18,30.425,752.325,755.9,67.5,30.3,26.0,35.5,0.0,4.8
2010-09-19,31.4,749.95,753.475,66.25,31.3,27.5,35.7,0.0,6.6
2010-09-20,30.125,746.375,749.9,65.75,30.0,26.2,34.9,1.4,9.0
2010-09-21,25.9,750.1,753.7,83.25,25.8,24.5,27.0,9.9,11.3
2010-09-22,24.7,754.8,758.4000000000001,87.5,24.6,24.0,25.7,10.0,9.2
2010-09-23,25.775,755.8,759.4000000000001,84.25,25.7,23.4,30.1,3.1,3.8
2010-09-24,26.2,755.575,759.175,79.5,26.1,23.1,31.5,0.0,3.6
2010-09-25,25.425,756.075,759.675,85.25,25.3,24.1,30.1,2.5,3.5
2010-09-26,27.725,756.575,760.175,76.25,27.6,24.0,32.7,0.1,3.0
2010-09-27,28.575,756.15,759.75,72.5,28.5,25.6,32.7,0.0,2.3
2010-09-28,28.6,756.3,759.9,74.25,28.5,25.5,32.8,0.0,2.6
2010-09-29,28.125,756.975,760.575,72.0,28.0,24.8,33.1,0.0,5.3
2010-09-30,25.925,757.05,760.65,80.25,25.8,23.6,29.4,48.1,8.1
2010-10-01,27.3,756.225,759.825,68.0,27.2,23.6,31.9,0.0,4.5
2010-10-02,27.95,755.975,759.575,66.5,27.9,23.9,32.0,0.0,8.0
2010-10-03,26.85,756.975,760.575,59.5,26.8,24.5,30.4,0.0,16.4
2010-10-04,24.125,758.05,761.7,43.0,24.0,22.2,26.5,0.0,12.2
2010-10-05,23.1,757.7,761.4,54.0,23.0,20.8,26.1,0.0,6.3
2010-10-06,24.525,757.075,760.725,56.5,24.4,21.7,28.2,0.0,3.6
2010-10-07,25.3,756.45,760.05,67.25,25.2,22.6,28.6,0.0,5.9
2010-10-08,25.425,754.975,758.575,61.75,25.3,22.9,29.2,0.0,5.0
2010-10-09,23.4,754.15,757.775,79.75,23.3,21.2,26.0,9.1,4.7
2010-10-10,23.95,753.4,757.0,85.0,23.9,21.5,26.9,6.0,5.1
2010-10-11,26.2,755.1,758.7,85.75,26.1,23.6,29.1,0.4,5.3
2010-10-12,27.525,756.375,759.975,83.0,27.4,24.1,32.3,0.0,1.8
2010-10-13,28.175,755.425,759.025,82.5,28.1,24.9,31.9,0.0,1.7
2010-10-14,27.075,754.85,758.45,86.75,27.0,25.2,31.0,11.5,4.5
2010-10-15,25.125,756.95,760.575,70.25,25.0,23.2,28.0,1.8,14.3
2010-10-16,24.025,757.525,761.175,67.5,23.9,20.7,28.0,0.0,8.0
2010-10-17,25.3,757.325,760.95,70.5,25.2,22.2,29.7,0.0,5.3
2010-10-18,26.3,756.475,760.075,62.5,26.2,23.1,29.9,0.0,9.2
2010-10-19,26.15,755.175,758.775,53.25,26.1,22.8,29.4,0.0,14.7
2010-10-20,24.85,753.5,757.1,53.25,24.8,22.3,27.9,0.0,18.8
2010-10-21,24.4,751.85,755.45,57.25,24.3,22.6,27.7,0.0,20.1
2010-10-22,23.95,752.1,755.7,54.0,23.9,21.0,27.8,0.0,13.4
2010-10-23,24.225,751.55,755.15,54.75,24.1,20.2,28.6,0.0,12.6
2010-10-24,24.4,752.975,756.5749999999999,60.5,24.3,20.8,28.6,0.0,9.3
2010-10-25,24.6,755.675,759.3,63.0,24.5,22.0,26.7,0.0,13.5
2010-10-26,20.625,759.85,763.525,65.5,20.5,18.9,24.5,0.1,18.2
2010-10-27,18.25,762.425,766.15,52.5,18.2,16.0,22.0,0.0,17.7
2010-10-28,17.325,762.25,765.975,39.0,17.2,13.7,21.7,0.0,18.3
2010-10-29,17.875,763.325,767.05,34.25,17.8,13.8,22.6,0.0,16.8
2010-10-30,18.025,764.125,767.925,31.75,17.9,14.1,22.5,0.0,15.8
2010-10-31,17.974999999999998,762.725,766.5,44.25,17.9,14.0,24.2,0.0,7.5
2010-11-01,18.575,761.0,764.7,53.5,18.5,12.2,26.7,0.0,3.6
2010-11-02,19.275,761.025,764.775,63.25,19.2,14.1,26.2,0.0,6.5
2010-11-03,20.575,762.3,766.0,39.75,20.5,16.0,25.4,0.0,12.6
2010-11-04,20.0,761.825,765.5250000000001,45.5,19.9,16.3,24.1,0.0,10.4
2010-11-05,19.5,760.575,764.275,65.0,19.4,16.1,21.4,1.7,5.3
2010-11-06,20.35,759.275,763.0,75.0,20.3,16.9,25.0,0.4,3.2
2010-11-07,21.275,758.575,762.275,62.5,21.2,17.3,28.1,0.0,4.2
2010-11-08,21.25,760.125,763.825,43.75,21.2,16.6,28.5,0.0,10.5
2010-11-09,20.975,762.2,765.9,39.75,20.9,15.9,27.1,0.0,10.1
2010-11-10,19.175,761.05,764.725,51.25,19.1,13.0,27.7,0.0,2.1
2010-11-11,19.85,759.85,763.55,61.25,19.8,14.2,28.6,0.0,4.4
2010-11-12,20.975,758.05,761.7249999999999,48.25,20.9,14.8,28.0,0.0,4.4
2010-11-13,21.325,759.175,762.875,63.75,21.2,16.3,28.4,0.0,3.3
2010-11-14,22.55,761.275,764.925,71.75,22.5,17.7,28.6,0.0,2.4
2010-11-15,23.1,761.325,765.0,62.75,23.0,19.6,27.3,0.0,8.6
2010-11-16,20.15,761.375,765.075,57.75,20.1,16.8,24.2,0.0,12.5
2010-11-17,18.25,761.05,764.8,61.75,18.2,14.2,23.3,0.0,7.5
2010-11-18,19.625,760.3,764.0,65.0,19.5,15.3,25.4,0.0,4.2
2010-11-19,20.3,759.075,762.75,61.75,20.2,17.4,24.4,0.0,9.6
2010-11-20,20.225,756.975,760.65,61.5,20.1,16.2,25.5,0.0,4.2
2010-11-21,20.75,755.45,759.125,79.5,20.7,17.0,25.4,0.0,3.2
2010-11-22,21.525,755.85,759.525,68.0,21.4,19.4,25.1,0.0,9.5
2010-11-23,19.5,757.85,761.575,57.25,19.4,15.6,25.0,0.0,5.0
2010-11-24,19.975,759.025,762.675,65.5,19.9,16.5,25.1,0.0,5.3
2010-11-25,20.0,760.5250000000001,764.25,47.0,19.9,17.1,23.8,0.0,13.8
2010-11-26,17.575,760.35,764.0999999999999,55.25,17.5,12.7,23.2,0.0,4.1
2010-11-27,19.95,759.625,763.325,61.0,19.9,14.8,24.4,0.0,4.2
2010-11-28,21.36,760.15,763.85,63.0,21.4,17.4,25.9,0.0,4.2
2010-11-29,21.1375,759.525,763.175,63.75,20.9,17.9,25.3,0.0,6.8
2010-11-30,20.5,758.95,762.65,64.5,20.5,16.1,25.2,0.0,10.1
2010-12-01,19.575,758.525,762.275,62.0,19.5,15.3,24.7,0.0,5.4
2010-12-02,20.085714285714285,759.375,763.1,59.57142857142857,20.1,15.4,26.3,0.0,5.6
2010-12-03,19.2875,760.975,764.725,46.0,19.4,13.6,25.7,0.0,6.6
2010-12-04,17.866666666666667,759.525,763.275,69.66666666666667,18.8,14.0,25.4,0.0,3.8
2010-12-05,20.62857142857143,757.6,761.275,71.14285714285714,20.8,16.5,28.0,0.0,3.8
2010-12-06,22.425,758.325,762.025,59.0,22.2,17.2,28.1,0.0,10.4
2010-12-07,17.3,761.875,765.6,45.125,17.6,15.5,22.9,0.0,17.9
2010-12-08,14.8,760.425,764.225,41.25,14.6,11.3,20.5,0.0,8.6
2010-12-09,14.828571428571427,758.8,762.55,46.57142857142857,14.8,8.6,21.4,0.0,3.8
2010-12-10,17.025,756.925,760.65,53.125,16.9,15.6,18.7,0.0,5.0
2010-12-11,15.4125,756.475,760.2,84.75,15.4,14.4,17.0,0.6,4.5
2010-12-12,17.9625,754.4,758.1,81.75,17.5,14.8,20.2,0.0,2.7
2010-12-13,20.933333333333334,754.55,758.225,86.83333333333333,20.7,17.3,25.7,0.0,1.8
2010-12-14,17.65,757.525,761.225,81.375,18.0,16.4,20.6,0.0,11.1
2010-12-15,12.8,758.3,762.075,89.875,13.4,8.9,16.4,5.5,12.3
2010-12-16,6.385714285714286,764.4749999999999,768.35,71.85714285714286,6.1,4.8,8.9,12.8,17.1
2010-12-17,7.2,763.5,767.4,58.0,6.7,1.7,14.8,0.0,9.0
2010-12-18,10.642857142857142,761.0,764.8,65.71428571428571,10.3,2.4,18.2,0.0,3.6
2010-12-19,17.25,760.3333333333334,764.0666666666666,69.0,16.7,12.4,21.6,0.0,3.6
2010-12-20,18.9125,758.6,762.325,70.375,18.6,16.2,22.7,0.0,2.6
2010-12-21,19.5625,757.175,760.9,69.75,19.1,16.9,25.2,0.0,2.7
2010-12-22,17.4125,757.625,761.35,54.375,17.4,13.3,23.7,0.0,3.0
2010-12-23,16.625,758.35,762.1,58.875,16.2,11.0,24.0,0.0,2.1
2010-12-24,17.9125,757.925,761.6,62.75,17.4,13.5,21.7,0.0,5.3
2010-12-25,11.225,760.35,764.125,83.75,12.0,8.0,19.1,5.2,14.1
2010-12-26,9.9,763.85,767.7,53.625,9.7,6.0,15.0,0.4,14.1
2010-12-27,9.742857142857144,761.675,765.5,50.0,9.8,3.3,18.2,0.0,2.7
2010-12-28,12.2375,760.4,764.2,60.625,11.3,5.5,21.1,0.0,2.9
2010-12-29,13.9125,759.675,763.45,65.0,13.1,7.3,22.8,0.0,2.4
2010-12-30,14.975,761.125,764.9,50.25,14.8,9.3,21.1,0.0,11.4
2010-12-31,13.0875,761.75,765.55,31.75,13.3,9.5,19.1,0.0,8.3
2011-01-01,10.4625,758.6,765.175,46.25,10.1,5.4,18.0,0.0,7.5
2011-01-02,10.325,759.25,765.825,47.25,9.7,6.1,12.6,0.0,9.9
2011-01-03,6.714285714285714,760.45,767.05,76.85714285714286,6.8,5.6,10.4,1.7,16.4
2011-01-04,6.15,760.375,767.075,84.75,5.9,4.5,7.6,16.8,11.4
2011-01-05,9.1875,758.75,765.4,78.875,8.9,7.0,11.5,0.0,9.6
2011-01-06,8.571428571428571,761.7,768.325,66.42857142857143,8.6,7.5,10.2,0.3,21.8
2011-01-07,7.014285714285714,763.175,769.825,45.57142857142857,6.9,5.2,10.1,0.0,18.3
2011-01-08,11.142857142857142,760.3499999999999,767.0,43.142857142857146,10.0,5.0,15.8,0.0,7.8
2011-01-09,10.9,760.1,766.65,44.875,10.9,9.6,13.0,0.0,18.5
2011-01-10,9.1625,760.25,766.85,39.125,9.0,7.3,11.6,0.0,19.2
2011-01-11,5.5875,759.4,766.05,71.0,5.8,4.0,9.4,1.4,18.8
2011-01-12,5.775,759.125,765.85,72.75,5.4,2.5,8.6,6.4,9.9
2011-01-13,10.725,758.6,765.175,62.25,10.2,7.3,14.3,0.0,7.1
2011-01-14,14.0625,757.0250000000001,763.55,60.0,13.5,8.1,21.6,0.0,8.7
2011-01-15,10.95,761.225,767.75,47.25,11.2,8.6,14.7,0.0,23.1
2011-01-16,7.725,762.625,769.275,44.875,7.5,3.2,13.7,0.0,14.4
2011-01-17,8.825000000000001,762.35,769.0,51.25,8.3,3.1,15.8,0.0,7.4
2011-01-18,12.12857142857143,759.825,766.4,44.285714285714285,11.2,4.9,18.0,0.0,9.3
2011-01-19,13.066666666666668,758.05,764.55,43.66666666666666,12.2,8.3,18.7,0.0,12.2
2011-01-20,9.6375,758.025,764.575,63.875,9.8,8.0,13.2,0.0,17.7
2011-01-21,9.05,759.75,766.375,55.375,9.0,6.2,14.4,0.0,22.2
2011-01-22,7.6,761.025,767.7,62.125,7.0,3.7,11.5,0.0,9.6
2011-01-23,10.575,761.075,767.65,59.5,10.4,8.9,13.7,0.0,13.2
2011-01-24,8.7875,762.475,769.075,58.375,8.9,7.5,11.0,0.0,17.6
2011-01-25,9.985714285714286,762.725,769.35,60.85714285714285,9.8,7.5,13.9,0.0,12.0
2011-01-26,11.4,762.875,769.5,63.25,11.3,7.5,17.5,0.0,
2011-01-27,13.425,762.5,769.0250000000001,59.25,13.3,9.0,21.1,0.0,8.1
2011-01-28,12.375,762.825,769.325,54.25,12.3,10.4,15.5,0.0,21.2
2011-01-29,9.425,764.15,770.8,50.25,9.3,6.6,13.6,0.0,21.8
2011-01-30,8.7,764.775,771.425,46.75,8.6,4.3,14.6,0.0,19.1
2011-01-31,10.375,763.425,770.025,44.25,10.3,5.9,16.8,0.0,13.4
2011-02-01,12.15,761.325,767.9,46.0,12.1,8.4,18.0,0.0,12.0
2011-02-02,13.425,759.85,766.375,48.0,13.3,9.5,19.7,0.0,9.5
2011-02-03,15.025,758.625,765.075,64.25,14.9,9.9,22.0,0.0,5.7
2011-02-04,14.825,756.8,763.275,69.25,14.7,8.7,24.4,0.0,3.6
2011-02-05,14.625,756.725,763.175,72.0,14.5,9.0,25.0,0.0,4.8
2011-02-06,15.5,755.775,762.2,68.5,15.4,9.2,26.8,0.0,4.4
2011-02-07,17.85,753.0,759.375,66.5,17.8,12.3,25.8,0.0,5.9
2011-02-08,17.65,751.05,757.4,76.25,17.6,12.0,25.8,0.0,3.5
2011-02-09,19.15,751.025,757.325,80.5,19.1,14.1,25.4,0.0,7.1
2011-02-10,20.1,752.8,759.1,66.5,20.0,14.2,26.3,0.0,8.9
2011-02-11,14.225,757.125,763.575,63.5,14.1,12.5,21.7,0.0,18.8
2011-02-12,11.3,759.15,765.675,69.5,11.2,9.1,14.2,0.0,10.8
2011-02-13,9.2,757.9,764.45,91.5,9.1,8.5,12.1,24.8,15.8
2011-02-14,9.375,760.2,766.825,64.0,9.3,5.5,14.6,0.0,18.0
2011-02-15,7.199999999999999,760.35,767.0,90.5,7.1,5.9,11.1,11.8,9.0
2011-02-16,8.15,757.525,764.125,97.25,8.1,7.2,8.9,1.2,5.6
2011-02-17,10.625,756.225,762.8,93.25,10.5,8.7,12.5,0.1,9.0
2011-02-18,10.1,756.725,763.275,90.25,10.0,9.2,11.2,0.4,9.5
2011-02-19,9.475,758.1,764.7,95.0,9.4,8.6,10.6,6.9,9.0
2011-02-20,12.975,758.95,765.5,70.5,12.9,9.7,18.9,0.0,8.9
2011-02-21,14.55,758.4,764.825,75.75,14.5,12.6,18.2,0.0,3.9
2011-02-22,15.1,757.875,764.325,82.75,15.0,13.3,17.8,0.0,3.8
2011-02-23,16.975,757.15,763.6,79.75,16.9,14.4,20.7,0.0,2.4
2011-02-24,17.9,755.675,762.1,80.5,17.8,12.1,25.2,0.0,5.7
2011-02-25,19.3,755.475,761.825,79.75,19.2,13.8,26.3,0.0,6.5
2011-02-26,20.0,756.625,762.95,72.5,19.9,17.8,26.3,0.0,7.2
2011-02-27,20.25,755.975,762.3,81.0,20.2,17.3,25.3,0.0,6.8
2011-02-28,19.825,754.325,760.65,79.75,19.7,14.3,27.6,0.0,6.9
2011-03-01,18.725,754.875,761.225,78.25,18.6,15.5,27.4,0.0,15.0
2011-03-02,15.275,757.55,763.95,67.0,15.2,12.4,20.9,0.0,10.4
2011-03-03,16.925,757.925,764.35,67.75,16.8,12.7,23.6,0.0,14.7
2011-03-04,14.975,758.775,765.3,60.25,14.9,11.2,20.7,0.0,12.4
2011-03-05,17.375,757.2,763.575,69.5,17.3,13.5,20.9,0.0,7.1
2011-03-06,19.875,754.8,761.15,78.5,19.8,16.6,23.6,0.0,6.5
2011-03-07,15.9,757.475,763.875,64.75,15.8,13.7,19.9,0.0,24.5
2011-03-08,12.175,759.65,766.15,82.75,12.1,10.0,15.1,1.4,6.8
2011-03-09,12.575,760.5,767.025,96.25,12.5,11.8,13.4,11.3,7.2
2011-03-10,13.866666666666664,760.7000000000002,767.2333333333332,86.0,13.5,11.7,15.9,3.1,7.4
2011-03-11,14.1,759.225,765.725,83.0,14.0,12.6,16.6,0.0,7.1
2011-03-12,15.75,757.5,763.925,84.75,15.7,13.4,19.3,0.0,4.8
2011-03-13,18.975,755.375,761.775,79.5,18.9,13.4,25.0,0.0,8.1
2011-03-14,20.0,754.825,761.15,84.5,19.9,15.7,28.4,0.0,6.0
2011-03-15,15.875,758.05,764.4,81.75,15.8,11.4,22.5,0.0,20.1
2011-03-16,12.4,762.075,768.625,42.75,12.3,10.0,16.5,0.0,24.8
2011-03-17,13.7,760.825,767.325,48.5,13.6,11.5,16.8,0.0,11.4
2011-03-18,11.7,758.05,764.55,86.25,11.6,10.4,14.1,4.5,8.8
2011-03-19,14.35,754.25,760.75,98.5,14.3,11.2,16.3,28.9,3.6
2011-03-20,18.6,752.375,758.675,95.5,18.5,15.7,21.5,0.1,3.6
2011-03-21,22.95,752.2750000000001,758.575,89.25,22.9,20.2,26.7,0.0,5.1
2011-03-22,15.975,757.7,764.05,80.25,15.9,13.3,22.8,0.0,20.6
2011-03-23,13.425,760.575,767.0999999999999,64.75,13.3,11.1,16.0,0.0,14.9
2011-03-24,13.725,761.15,767.65,68.0,13.6,12.2,15.9,0.0,18.3
2011-03-25,15.2,761.7750000000001,768.3,57.0,15.1,12.1,19.7,0.0,15.2
2011-03-26,15.25,761.5,767.975,54.5,15.2,13.7,18.1,0.0,16.2
2011-03-27,12.325,761.425,767.975,70.75,12.2,9.8,15.0,0.0,13.5
2011-03-28,16.125,760.675,767.2,59.75,16.0,11.2,23.7,0.0,11.3
2011-03-29,16.025,760.725,767.225,65.0,15.9,10.7,23.2,0.0,5.7
2011-03-30,16.475,759.475,765.9,66.5,16.4,12.4,21.4,0.0,4.2
2011-03-31,18.525,757.675,764.0749999999999,57.0,18.4,12.7,25.5,0.0,4.7
2011-04-01,19.525,756.0,762.325,66.5,19.4,13.0,27.3,0.0,5.9
2011-04-02,20.775,754.85,761.15,77.0,20.7,14.8,27.8,0.0,4.2
2011-04-03,22.175,753.95,760.175,78.5,22.1,16.6,28.2,0.0,7.2
2011-04-04,16.45,756.875,763.275,70.25,16.4,15.1,23.7,0.0,16.7
2011-04-05,17.6,757.95,764.3499999999999,69.25,17.5,15.0,21.7,0.0,6.5
2011-04-06,19.5,757.125,763.45,66.75,19.4,16.7,25.4,0.0,6.3
2011-04-07,21.55,756.35,762.675,69.25,21.5,16.6,27.1,0.0,5.2
2011-04-08,22.2,756.525,762.8,82.75,22.1,18.6,28.1,0.0,5.9
2011-04-09,22.575,757.925,764.2,76.25,22.5,18.9,28.4,0.0,5.3
2011-04-10,22.425,757.4,763.675,77.5,22.3,17.6,29.2,0.0,5.6
2011-04-11,23.425,755.025,761.25,76.0,23.3,17.5,32.1,0.0,3.6
2011-04-12,23.85,756.575,762.825,62.25,23.8,20.8,27.0,0.0,10.7
2011-04-13,23.8,756.2,762.45,64.75,23.7,20.3,29.6,0.0,7.8
2011-04-14,22.925,753.325,759.575,75.5,22.8,17.0,29.5,0.0,8.6
2011-04-15,23.55,751.55,757.775,76.25,23.5,19.0,29.1,0.0,6.5
2011-04-16,25.75,751.075,757.25,76.0,25.7,22.4,30.0,0.0,8.7
2011-04-17,23.5,750.5,756.6666666666666,90.75,23.4,21.4,27.9,10.3,8.9
2011-04-18,23.0,751.725,757.95,66.0,22.9,20.1,29.2,0.0,10.4
2011-04-19,23.925,754.475,760.7,60.5,23.8,17.4,31.7,0.0,6.9
2011-04-20,22.125,756.15,762.475,71.5,22.0,16.0,27.4,0.0,10.5
2011-04-21,22.95,754.7,760.925,68.75,22.9,19.3,27.2,0.0,11.6
2011-04-22,23.95,752.825,759.025,72.75,23.9,21.7,28.4,0.0,12.6
2011-04-23,22.7,754.575,760.85,62.5,22.6,18.8,28.1,0.0,11.6
2011-04-24,22.275,754.825,761.125,66.5,22.2,16.5,30.3,0.0,4.4
2011-04-25,23.575,753.2249999999999,759.475,62.0,23.5,15.8,30.8,0.0,6.6
2011-04-26,23.875,751.2,757.4,68.5,23.8,17.8,30.5,0.0,8.6
2011-04-27,26.475,749.5,755.65,71.0,26.4,21.2,33.4,0.0,6.8
2011-04-28,26.3,750.75,756.9,78.0,26.2,23.1,32.5,0.0,10.7
2011-04-29,22.975,752.275,758.45,90.25,22.9,21.7,25.7,16.7,9.9
2011-04-30,24.225,751.675,757.9,89.0,24.1,22.2,27.5,0.9,9.6
2011-05-01,25.675,751.375,757.525,88.75,25.6,24.1,28.5,2.0,8.9
2011-05-02,26.15,750.75,756.95,85.0,26.1,24.5,29.7,1.2,11.7
2011-05-03,22.725,750.85,757.0749999999999,93.25,22.6,19.5,26.7,29.2,9.9
2011-05-04,18.575,752.45,758.725,93.0,18.5,17.6,19.9,9.6,9.5
2011-05-05,20.325,752.3,758.6500000000001,93.5,20.2,18.6,21.7,0.6,3.8
2011-05-06,24.725,751.025,757.175,87.75,24.6,20.8,28.8,0.6,6.2
2011-05-07,25.225,749.8333333333334,755.9666666666667,90.25,25.1,24.6,28.5,12.6,8.6
2011-05-08,26.05,749.875,756.025,81.5,26.0,23.8,30.3,0.0,13.0
2011-05-09,27.1,749.25,755.4,72.5,27.0,23.5,31.4,0.0,9.3
2011-05-10,28.05,748.475,754.575,76.25,28.0,25.3,31.7,0.0,10.4
2011-05-11,27.8,748.2,754.3,81.5,27.7,22.9,33.2,8.4,8.7
2011-05-12,26.8,749.1999999999999,755.2666666666668,84.5,26.7,23.1,33.6,20.0,8.6
2011-05-13,22.8,751.825,758.025,90.5,22.7,21.6,24.3,19.5,11.0
2011-05-14,22.625,753.225,759.475,86.75,22.5,21.3,24.7,0.2,5.9
2011-05-15,24.1,754.2,760.4749999999999,90.5,24.0,21.6,26.7,1.0,3.6
2011-05-16,24.9,753.725,759.875,85.5,24.8,23.1,27.8,11.4,10.7
2011-05-17,24.525,752.475,758.675,70.5,24.4,20.4,29.5,0.1,8.3
2011-05-18,25.475,751.375,757.575,62.0,25.4,20.3,31.0,0.0,5.4
2011-05-19,25.6,751.3,757.475,62.25,25.5,18.5,31.9,0.0,6.2
2011-05-20,27.125,750.05,756.175,72.25,27.0,22.2,32.1,0.0,8.0
2011-05-21,26.3,748.7666666666668,754.8666666666667,80.5,26.2,22.9,30.7,10.3,8.1
2011-05-22,24.9,747.975,754.125,91.25,24.8,23.2,28.2,54.3,8.7
2011-05-23,21.475,750.3,756.525,76.75,21.4,19.0,23.9,4.3,17.9
2011-05-24,22.325,751.575,757.775,66.25,22.2,18.4,26.9,0.0,12.6
2011-05-25,23.35,751.925,758.175,64.75,23.3,20.1,28.1,0.0,11.0
2011-05-26,24.275,751.425,757.65,65.25,24.2,19.1,30.3,0.0,10.8
2011-05-27,26.4,749.925,756.075,57.75,26.3,23.0,31.9,0.0,9.5
2011-05-28,26.5,749.1,755.2,57.25,26.4,20.6,32.3,0.0,11.4
2011-05-29,26.8,751.475,757.6,61.5,26.7,19.6,34.0,0.0,5.9
2011-05-30,26.975,752.275,758.475,66.0,26.9,23.4,31.3,0.0,7.5
2011-05-31,26.2,749.5,755.6,68.0,26.1,19.0,34.2,0.0,5.6
2011-06-01,27.625,748.6,754.7,72.5,27.5,21.3,35.0,0.0,6.4
2011-06-02,29.0,750.5,756.575,71.75,28.9,25.4,33.4,0.0,7.5
2011-06-03,28.85,750.425,756.55,69.25,28.8,26.6,33.8,0.0,13.6
2011-06-04,27.85,749.95,756.05,82.0,27.8,26.7,30.6,0.3,14.4
2011-06-05,29.35,750.325,756.45,77.25,29.3,26.4,32.8,0.0,12.8
2011-06-06,29.075,749.975,756.0,78.25,29.0,25.3,33.3,0.1,10.8
2011-06-07,28.85,748.775,754.85,78.5,28.8,25.5,33.5,6.0,10.4
2011-06-08,28.575,748.425,754.5,83.5,28.5,25.3,32.9,3.7,6.0
2011-06-09,30.25,748.075,754.125,73.0,30.2,26.9,34.8,0.0,10.8
2011-06-10,30.475,746.7,752.7249999999999,68.25,30.4,26.1,34.4,0.0,10.1
2011-06-11,27.825,747.15,753.225,86.75,27.7,25.5,32.5,9.5,7.1
2011-06-12,26.95,749.275,755.35,88.5,26.9,23.9,29.6,106.6,8.0
2011-06-13,28.175,749.55,755.675,83.25,28.1,25.2,32.0,4.2,6.8
2011-06-14,27.75,748.725,754.8499999999999,87.0,27.7,25.9,33.1,3.1,8.4
2011-06-15,29.3,747.85,753.925,78.75,29.2,26.2,32.8,0.0,12.5
2011-06-16,26.525,747.725,753.85,87.25,26.4,24.1,29.0,50.6,10.5
2011-06-17,26.625,748.525,754.675,90.25,26.5,25.3,29.5,9.9,11.3
2011-06-18,28.975,748.15,754.25,78.25,28.9,25.8,32.5,0.0,12.5
2011-06-19,27.5,747.3249999999999,753.375,85.25,27.4,24.4,32.4,18.8,8.4
2011-06-20,28.775,747.225,753.325,81.5,28.7,24.2,34.3,0.0,6.9
2011-06-21,28.125,746.125,752.175,84.0,28.0,24.3,35.4,25.6,7.4
2011-06-22,27.15,743.6,749.675,82.0,27.1,24.9,30.2,9.1,10.7
2011-06-23,27.225,743.075,749.15,83.75,27.1,25.0,30.8,14.4,13.3
2011-06-24,27.95,743.875,749.925,83.0,27.9,25.5,32.3,7.2,7.1
2011-06-25,28.425,743.95,750.05,83.0,28.3,24.2,33.9,0.0,6.3
2011-06-26,26.7,746.1,752.225,90.25,26.6,24.1,31.4,84.1,5.6
2011-06-27,27.875,746.525,752.625,84.25,27.8,25.0,34.3,15.9,8.6
2011-06-28,25.8,747.025,753.125,94.5,25.7,24.7,30.9,38.9,10.2
2011-06-29,25.15,747.725,753.875,94.0,25.1,24.4,26.1,66.7,9.9
2011-06-30,25.75,749.05,755.2,92.75,25.7,24.3,29.0,19.1,11.4
2011-07-01,28.125,750.3499999999999,756.4,85.0,28.0,25.8,32.1,12.4,8.1
2011-07-02,28.575,749.65,755.75,81.75,28.5,25.7,32.6,0.0,10.4
2011-07-03,28.875,749.525,755.6,80.25,28.8,25.4,33.7,0.0,9.5
2011-07-04,29.925,750.45,756.55,75.0,29.8,25.9,34.8,0.0,8.1
2011-07-05,30.05,749.55,755.625,72.0,30.0,25.0,34.7,0.0,9.2
2011-07-06,30.125,747.075,753.1,71.0,30.0,26.0,34.2,0.0,11.3
2011-07-07,30.225,746.525,752.575,72.75,30.1,25.9,34.2,0.0,10.5
2011-07-08,30.775,747.05,753.05,73.75,30.7,26.3,35.3,0.0,8.3
2011-07-09,27.075,746.725,752.8,87.5,27.0,24.6,32.7,32.1,7.5
2011-07-10,28.425,745.6,751.725,83.75,28.3,24.1,34.3,0.0,5.1
2011-07-11,27.875,745.1,751.125,84.75,27.8,23.7,33.4,61.1,6.6
2011-07-12,26.5,745.2,751.2750000000001,93.5,26.4,25.5,31.7,20.8,4.8
2011-07-13,28.9,745.625,751.7,81.5,28.8,25.2,33.2,0.2,7.8
2011-07-14,28.075,745.725,751.8,83.0,28.0,25.3,32.2,21.6,8.4
2011-07-15,27.55,745.35,751.45,86.5,27.5,25.0,32.6,38.5,5.3
2011-07-16,25.75,745.075,751.15,95.25,25.7,24.8,28.7,93.8,7.5
2011-07-17,27.675,744.175,750.25,84.0,27.6,24.4,33.0,1.9,5.3
2011-07-18,27.15,743.425,749.5,86.5,27.1,23.6,33.0,7.5,6.3
2011-07-19,24.8,744.325,750.45,94.0,24.7,23.4,28.8,1.3,5.9
2011-07-20,26.675,745.1,751.25,90.5,26.6,24.4,30.2,43.1,5.3
2011-07-21,28.675,746.85,752.95,78.25,28.6,25.2,32.8,0.0,9.0
2011-07-22,28.325,748.125,754.15,82.0,28.2,26.3,31.3,1.9,11.1
2011-07-23,29.8,749.05,755.15,75.5,29.7,25.6,34.4,0.0,8.3
2011-07-24,29.575000000000003,749.425,755.5,78.75,29.5,24.5,35.6,0.0,5.9
2011-07-25,30.25,748.1,754.1666666666666,80.25,30.2,25.5,36.3,0.0,6.0
2011-07-26,30.775,748.9000000000001,754.9000000000001,69.5,30.7,28.0,34.3,0.0,10.7
2011-07-27,29.525,749.325,755.4250000000001,75.0,29.4,24.9,33.9,0.0,8.7
