date,T,Po,P,U,tavg,tmin,tmax,prcp,wspd
2013-11-03,24.6875,757.7875,761.1875,65.0,25.3,22.0,28.9,,23.0
2013-11-04,22.6125,760.675,764.1,68.375,23.5,21.2,25.9,1.3,17.1
2013-11-05,19.7375,761.6125,765.0625,93.5,20.5,18.3,22.9,11.7,9.3
2013-11-06,22.5875,760.775,764.2125,82.625,24.0,19.1,27.9,10.2,6.0
2013-11-07,22.75,759.8875,763.3125,76.875,24.5,18.8,29.9,0.0,5.7
2013-11-08,23.2375,759.075,762.4875,85.625,24.8,19.3,28.9,,4.8
2013-11-09,23.925,758.025,761.4375,82.25,27.1,19.0,30.9,,6.2
2013-11-10,24.825,757.975,761.3875,83.625,25.4,23.6,26.9,0.8,7.8
2013-11-11,25.075,756.9625,760.3625,77.875,25.8,23.1,27.9,,9.3
2013-11-12,20.475,756.35,759.75,89.375,18.8,16.5,24.9,15.7,14.3
2013-11-13,15.9125,758.625,762.1125000000001,91.875,16.5,14.9,17.9,1.0,15.5
2013-11-14,16.75,760.9125,764.4125,85.5,17.3,15.1,19.3,,14.1
2013-11-15,18.4625,761.4875,764.9625,71.0,18.8,16.0,24.0,,13.8
2013-11-16,18.2125,761.2375,764.725,68.875,20.3,12.8,23.9,,10.1
2013-11-17,18.2125,761.35,764.825,59.5,19.7,15.1,23.9,,10.4
2013-11-18,17.5875,762.5625,766.0625,59.0,20.5,12.1,24.9,,8.0
2013-11-19,16.9375,762.85,766.3375,65.625,18.7,14.3,21.9,,5.9
2013-11-20,16.875,761.6125000000001,765.1125,73.875,18.7,12.5,22.9,,5.9
2013-11-21,18.05,760.7,764.175,70.5,20.1,12.3,24.9,0.0,5.0
2013-11-22,19.4625,760.6375,764.1125,74.375,21.8,15.2,26.9,,5.0
2013-11-23,20.35,759.5625,763.0125,78.875,22.8,16.2,25.9,0.3,5.4
2013-11-24,19.5375,758.0125,761.45,84.25,18.1,15.5,26.4,4.1,12.3
2013-11-25,15.4375,759.0375,762.55,56.0,16.3,12.3,21.9,3.8,13.4
2013-11-26,16.0375,759.6125,763.1625,64.125,18.5,11.0,23.1,0.0,4.2
2013-11-27,14.5875,761.5125,765.0375,87.25,14.2,11.3,18.3,8.1,13.1
2013-11-28,12.8625,765.6125,769.2125,68.625,14.5,9.0,19.9,0.5,18.6
2013-11-29,10.9125,765.4875,769.1125,61.5,13.2,6.0,18.1,0.0,12.6
2013-11-30,12.1125,763.425,767.0375,55.75,14.3,6.2,19.9,,5.4
2013-12-01,13.775,763.5375,767.1125,55.125,15.5,8.1,22.9,,6.2
2013-12-02,13.6,762.2375,765.8125,60.875,15.7,6.4,23.9,,4.2
2013-12-03,13.975,761.3625,764.9625,70.75,16.4,7.2,23.9,,4.1
2013-12-04,15.025,760.7125,764.25,61.875,16.6,9.3,23.9,,9.2
2013-12-05,13.4125,760.6125,764.1875,60.375,15.8,7.5,21.9,,6.6
2013-12-06,13.9,759.925,763.4625,62.25,16.1,8.2,21.9,,9.8
2013-12-07,14.4875,760.175,763.725,68.125,16.2,8.3,22.9,,4.5
2013-12-08,16.25,758.3875,761.9375,75.5,19.2,9.2,24.1,,4.1
2013-12-09,19.325,757.675,761.175,60.25,19.5,14.1,24.9,,14.3
2013-12-10,16.6625,758.3625,761.8625,60.125,18.0,13.0,21.9,,10.2
2013-12-11,15.2875,760.125,763.65,53.25,15.2,12.9,17.9,,14.1
2013-12-12,13.1375,760.3375,763.9125,70.125,14.4,10.5,15.9,5.6,5.3
2013-12-13,13.825,761.1,764.6375,87.25,14.1,11.4,16.2,5.6,10.4
2013-12-14,13.325,761.7875,765.3375,95.28571428571428,13.6,12.6,14.9,13.2,11.9
2013-12-15,12.675,760.3625,763.9125,95.75,12.5,11.6,13.9,35.3,12.5
2013-12-16,9.4875,759.8,763.3875,94.5,9.7,8.8,10.9,27.2,17.3
2013-12-17,9.0625,760.125,763.725,90.5,9.5,8.3,10.9,18.3,15.2
2013-12-18,9.45,762.8375,766.4625,64.625,10.0,8.0,12.9,11.9,22.4
2013-12-19,9.225,764.225,767.8625000000001,64.25,10.0,6.2,14.5,0.0,17.6
2013-12-20,10.15,764.6625,768.3,64.25,11.8,5.1,15.9,,11.6
2013-12-21,10.6375,765.575,769.225,57.125,10.8,6.5,15.9,,16.5
2013-12-22,8.95,765.675,769.3375,53.75,10.6,4.7,14.9,,9.6
2013-12-23,10.8875,764.275,767.9,52.5,12.1,5.9,17.3,,8.3
2013-12-24,10.85,764.7375,768.35,52.25,12.5,7.1,16.9,,12.7
2013-12-25,11.85,763.5625,767.15,49.5,12.7,7.1,17.9,,13.8
2013-12-26,11.4875,763.45,767.05,42.875,13.3,7.0,17.9,,17.7
2013-12-27,10.85,765.2875,768.8875,38.875,10.6,7.8,14.9,,18.5
2013-12-28,7.9375,764.675,768.325,42.0,9.7,3.4,14.1,,13.1
2013-12-29,8.5375,764.3625,768.0,43.0,10.1,4.4,15.9,,8.1
2013-12-30,9.625,763.7875,767.425,54.5,11.6,3.2,18.2,,5.7
2013-12-31,10.8625,762.8375,766.45,56.5,12.8,4.6,19.9,,6.5
2014-01-01,11.275,761.1625,764.775,62.625,13.3,4.4,20.9,,4.2
2014-01-02,13.2375,759.275,762.8375,76.5,16.6,5.2,21.9,,5.0
2014-01-03,17.05,758.8625,762.375,74.75,18.7,11.5,24.0,,6.8
2014-01-04,15.5125,760.8125,764.325,54.75,15.2,9.9,20.9,,14.9
2014-01-05,12.475,760.8,764.35,58.75,14.3,6.7,20.9,,5.4
2014-01-06,13.45,759.9625,763.5125,76.25,16.7,7.7,21.9,0.3,6.5
2014-01-07,16.974999999999998,759.0125,762.525,79.5,18.2,11.2,20.9,0.5,4.2
2014-01-08,14.8,761.275,764.775,81.5,13.7,11.8,17.9,,16.5
2014-01-09,12.72222222222222,764.3888888888889,768.2888888888889,61.333333333333336,13.2,10.0,15.2,,16.3
2014-01-10,12.6125,765.1125,768.6875,71.375,13.8,9.8,16.9,,7.4
2014-01-11,15.025,764.3375,767.8875,75.125,16.5,9.8,21.9,,6.6
2014-01-12,13.8625,765.1125000000001,768.65,72.375,13.3,11.1,18.6,,16.7
2014-01-13,10.1625,765.6374999999999,769.25,64.625,10.9,7.7,13.9,,17.4
2014-01-14,10.075,765.3375,768.9625,66.5,11.5,6.7,16.9,,13.4
2014-01-15,9.525,766.175,769.825,62.875,11.2,5.4,17.9,,9.9
2014-01-16,10.2125,764.9,768.525,71.625,12.5,3.8,19.3,,6.2
2014-01-17,11.9125,764.425,768.0375,68.75,15.6,5.5,20.9,,10.1
2014-01-18,13.7125,767.0,770.5875,44.375,14.0,8.5,21.1,,15.8
2014-01-19,10.2625,766.375,770.0125,59.625,12.4,4.5,18.9,,6.6
2014-01-20,12.8375,765.1875,768.775,52.875,14.6,5.1,20.9,,11.7
2014-01-21,12.1875,765.775,769.3625,29.625,12.7,7.2,18.9,,17.3
2014-01-22,8.862499999999999,765.85,769.5125,46.875,11.3,1.2,18.9,,9.3
2014-01-23,8.875,763.8125,767.4625,64.5,12.0,1.7,19.2,,5.9
2014-01-24,12.9625,760.7,764.2875,74.375,16.3,4.4,20.9,,6.3
2014-01-25,16.787499999999998,760.075,763.575,80.25,17.8,13.1,21.9,,4.2
2014-01-26,18.4875,761.0125,764.5125,73.75,20.1,14.4,25.4,,4.4
2014-01-27,16.5875,761.95,765.45,79.0,17.8,12.6,22.9,,4.4
2014-01-28,15.0625,761.7875,765.3375,80.75,17.2,10.3,22.9,,4.7
2014-01-29,15.8,761.4375,764.9625,77.75,17.7,9.8,24.4,,4.5
2014-01-30,16.2875,761.0125,764.55,75.375,18.7,9.9,25.9,,5.3
2014-01-31,16.9875,760.175,763.675,71.0,20.3,10.1,26.9,,7.8
2014-02-01,17.75,758.1375,761.6375,77.875,19.8,13.2,25.9,,5.9
2014-02-02,17.4875,755.35,758.825,78.625,20.1,11.5,25.9,,4.7
2014-02-03,18.25,754.1625,757.625,76.0,21.0,12.0,26.9,,5.4
2014-02-04,17.4875,756.0375,759.5125,80.625,19.5,12.6,22.1,0.0,9.2
2014-02-05,18.6,756.625,760.1,78.125,20.2,15.5,23.9,,8.1
2014-02-06,19.75,755.2625,758.725,79.75,21.6,16.8,24.9,,8.7
2014-02-07,17.65,754.9625,758.4125,85.0,14.5,9.9,22.9,1.5,12.0
2014-02-08,10.375,756.225,759.7875,87.625,10.2,9.4,12.8,3.6,11.6
2014-02-09,8.4625,757.325,760.9125,91.125,8.1,6.9,9.9,8.9,17.0
2014-02-10,6.5625,762.6125,766.2875,62.375,6.7,5.5,8.9,8.4,24.8
2014-02-11,5.025,762.85,766.55,56.0,5.7,3.6,6.9,0.0,18.2
2014-02-12,4.9,761.9,765.5875,81.25,5.4,3.6,6.9,5.6,12.3
2014-02-13,5.45,764.2625,767.975,83.75,6.5,4.0,7.9,0.8,17.0
2014-02-14,7.9875,764.3125,768.0,62.125,8.3,4.2,13.3,0.5,17.6
2014-02-15,7.4125,762.65,766.2875,73.25,8.3,5.6,9.3,0.0,9.2
2014-02-16,12.05,760.4,763.975,79.125,12.1,8.0,15.9,0.0,5.0
2014-02-17,16.175,760.1,763.6375,85.375,14.7,11.9,21.4,,5.0
2014-02-18,11.125,760.2,763.75,91.25,8.6,6.6,15.7,7.1,17.7
2014-02-19,6.6875,764.3875,768.0625,79.25,6.9,5.3,10.0,2.8,18.5
2014-02-20,8.9875,765.8125,769.4875,64.125,11.5,2.2,17.9,0.5,8.6
2014-02-21,10.6,764.9,768.525,70.375,13.8,4.6,17.9,1.3,6.6
2014-02-22,11.7,764.225,767.7875,84.25,12.2,9.3,13.9,1.0,6.2
2014-02-23,15.0125,763.5625,767.1125,75.125,16.4,10.9,22.1,,4.8
2014-02-24,16.45,761.725,765.2625,77.75,19.3,10.2,23.2,,7.1
2014-02-25,19.0375,760.2125,763.6875,83.625,20.3,15.2,23.9,0.5,5.4
2014-02-26,20.025,760.1625,763.6375,83.625,19.9,17.4,25.1,,8.1
2014-02-27,20.6875,760.425,763.9,74.125,21.8,15.4,25.9,,10.2
2014-02-28,19.1,758.8875,762.3375,82.125,19.7,16.9,21.9,0.5,6.8
2014-03-01,20.775,757.175,760.6375,83.375,20.1,18.0,24.9,0.0,8.4
2014-03-02,16.125,758.0625,761.5375,81.625,15.3,13.9,19.1,0.0,13.8
2014-03-03,14.55,759.2375,762.75,93.0,14.2,13.7,15.6,,8.6
2014-03-04,14.6375,760.1375,763.6375,92.75,14.3,13.1,16.0,0.3,9.0
2014-03-05,14.3375,760.9875,764.525,80.0,15.0,12.5,16.9,0.3,9.0
2014-03-06,15.175,760.0375,763.575,87.5,15.3,13.7,17.4,2.8,5.9
2014-03-07,13.8125,761.8875,765.4375,95.75,13.8,12.9,14.9,0.3,7.4
2014-03-08,13.2625,761.0625,764.6125,94.375,13.0,11.9,14.4,1.5,9.9
2014-03-09,10.925,763.25,766.825,93.25,11.5,9.5,12.9,10.4,10.2
2014-03-10,11.475,763.675,767.2625,94.0,12.1,10.3,12.9,4.6,5.7
2014-03-11,13.575,761.65,765.2125,92.25,14.0,11.8,14.9,3.3,5.3
2014-03-12,17.175,757.375,760.8625,96.25,17.0,14.4,18.6,25.9,3.9
2014-03-13,18.7375,759.675,763.1625,73.5,18.7,16.9,23.2,24.4,18.6
2014-03-14,14.45,764.0,767.525,64.375,14.5,12.9,16.9,0.0,12.6
2014-03-15,14.25,763.4,766.9375,67.75,15.1,12.1,16.9,,5.4
2014-03-16,16.15,762.5625,766.075,79.0,16.4,13.5,19.3,,6.2
2014-03-17,19.625,760.7125,764.225,82.75,20.5,15.9,23.9,,3.8
2014-03-18,21.3625,758.425,761.8875,82.875,22.2,18.2,25.9,0.0,4.8
2014-03-19,21.8875,756.7375,760.1625,81.25,22.8,18.3,27.9,,4.8
2014-03-20,19.85,757.9625,761.4125,76.375,19.3,15.4,27.2,0.5,15.5
2014-03-21,13.6625,762.8125,766.3375,63.625,14.2,12.8,15.9,0.5,17.9
2014-03-22,15.9625,762.5375,766.075,66.25,17.5,12.1,21.9,,6.2
2014-03-23,18.1625,762.8375,766.35,68.375,19.6,14.5,24.9,,6.3
2014-03-24,18.825,760.9125,764.4125,69.0,22.1,11.7,27.9,,6.2
2014-03-25,20.8875,758.0375,761.5,76.0,23.3,15.7,27.9,,6.2
2014-03-26,21.675,756.8875,760.325,78.5,24.2,16.4,28.9,,5.7
2014-03-27,22.3125,755.8375,759.275,78.0,24.2,16.8,28.9,,6.8
2014-03-28,23.2875,755.15,758.575,83.25,24.4,20.6,25.9,0.8,11.3
2014-03-29,22.225,754.8625,758.2875,90.0,22.7,19.4,25.9,17.8,7.7
2014-03-30,20.15,753.725,757.1625,95.5,20.2,19.5,21.0,165.1,14.6
2014-03-31,19.7875,753.3375,756.7875,94.0,21.0,18.2,23.9,43.9,8.7
2014-04-01,19.1875,754.975,758.425,93.125,19.6,18.0,21.3,11.9,6.9
2014-04-02,19.1625,755.4,758.85,92.375,19.8,17.7,23.4,58.7,7.5
2014-04-03,20.9,756.8,760.2625,88.375,22.1,18.4,25.9,30.5,7.4
2014-04-04,20.9375,758.9125,762.3625,78.75,21.9,17.3,26.9,18.8,6.3
2014-04-05,20.25,758.9125,762.3875,76.875,22.5,14.6,26.9,0.0,5.3
2014-04-06,17.675,759.6125,763.1,92.875,18.6,17.1,21.9,16.3,7.5
2014-04-07,19.6625,758.975,762.45,87.625,20.6,17.1,22.2,0.8,4.8
2014-04-08,21.0,757.6125,761.0625,89.75,22.2,18.9,23.9,0.0,4.1
2014-04-09,23.525,756.925,760.35,81.625,25.1,19.4,28.9,,4.5
2014-04-10,23.3,757.5,760.925,79.0,24.2,21.1,27.9,,7.2
2014-04-11,23.7125,756.525,759.9625,76.25,24.7,19.9,28.0,,9.3
2014-04-12,24.75,755.5375,758.95,76.875,26.1,21.6,29.0,,5.9
2014-04-13,26.8875,755.5,758.8625,76.125,28.6,21.9,33.2,,3.8
2014-04-14,24.2625,757.2625,760.6625,82.0,24.4,23.0,26.2,0.8,7.7
2014-04-15,23.2125,757.9375,761.3625,70.125,24.0,21.0,26.9,,9.5
2014-04-16,23.1,756.2375,759.6375,76.5,24.1,20.4,25.9,,9.6
2014-04-17,24.7625,755.3625,758.775,76.25,25.8,21.4,29.0,,7.7
2014-04-18,24.125,755.4625,758.875,79.625,26.1,19.7,29.9,,8.1
2014-04-19,24.975,755.2,758.6,79.625,27.0,20.7,29.9,,7.5
2014-04-20,25.075,754.8375,758.2375,87.125,26.0,23.0,28.3,,4.1
2014-04-21,25.4125,755.5,758.8875,79.625,26.4,23.6,28.9,,11.9
2014-04-22,23.525,756.225,759.6625,87.625,22.9,22.8,24.9,0.5,7.8
2014-04-23,21.4125,755.5625,758.9875,93.25,21.9,19.9,22.9,3.0,7.7
2014-04-24,22.9875,754.75,758.175,86.125,23.7,21.1,24.9,1.8,6.9
2014-04-25,24.5625,755.2,758.6125,83.75,25.7,22.3,27.9,0.0,8.9
2014-04-26,22.625,756.25,759.6625,90.75,22.1,20.6,25.6,20.1,7.5
2014-04-27,23.575,757.2,760.625,79.625,23.8,19.9,28.4,0.0,12.2
2014-04-28,24.0625,757.2,760.625,64.75,25.3,20.3,29.9,0.0,12.5
2014-04-29,22.8125,756.45,759.875,74.375,22.7,18.6,28.9,17.8,9.0
2014-04-30,18.3625,756.025,759.4625,94.875,18.6,17.6,20.6,32.0,8.1
2014-05-01,20.4,756.5625,760.025,89.125,22.1,17.0,24.3,0.3,4.8
2014-05-02,23.725,757.825,761.25,82.0,25.2,20.5,28.9,0.0,4.5
2014-05-03,25.225,757.2125,760.6125,72.375,27.1,21.1,31.9,0.0,7.5
2014-05-04,22.6625,755.625,759.0125,84.375,22.5,21.6,25.9,35.1,6.8
2014-05-05,18.4,758.4,761.8625,89.0,18.9,16.8,21.9,44.2,14.4
2014-05-06,18.7375,759.2125,762.7,91.875,19.6,16.6,21.0,16.3,5.1
2014-05-07,19.325,757.0875,760.5375,95.25,20.1,18.3,20.9,69.6,5.4
2014-05-08,21.375,754.7625,758.2,94.25,22.5,19.3,23.9,24.4,4.5
2014-05-09,21.325,752.825,756.2625,94.25,22.5,20.5,22.9,17.3,7.1
2014-05-10,23.4875,752.3125,755.725,87.125,25.2,20.9,25.9,,13.7
2014-05-11,23.475,751.9125,755.325,92.5,24.3,22.5,26.9,16.8,8.0
2014-05-12,24.175,753.1125,756.5125,92.75,25.2,22.3,26.9,15.7,5.2
2014-05-13,26.6625,751.3125,754.6875,89.5,28.0,23.8,30.9,8.1,8.9
2014-05-14,28.2125,749.875,753.225,82.25,29.3,25.9,31.9,0.0,12.5
2014-05-15,27.4375,750.2624999999999,753.5875,86.125,27.8,24.9,31.9,0.3,7.7
2014-05-16,25.8125,752.0625,755.45,92.625,26.6,25.1,30.3,58.7,8.6
2014-05-17,26.4375,752.8875,756.2375,84.375,26.1,22.6,31.9,47.0,10.1
2014-05-18,24.4375,753.275,756.675,92.125,25.6,21.9,31.9,12.4,7.5
2014-05-19,25.1625,753.1625,756.55,91.75,26.3,22.2,31.2,11.7,6.3
2014-05-20,25.425,752.3,755.6625,91.0,26.3,23.5,31.9,15.0,5.9
2014-05-21,25.3625,751.225,754.6,92.0,26.4,23.1,28.9,86.6,8.4
2014-05-22,25.5375,750.4375,753.7875,90.25,24.6,22.0,28.4,34.8,10.7
2014-05-23,23.6625,752.9625,756.3625,95.625,24.0,21.8,25.0,10.7,9.0
2014-05-24,26.125,754.9,758.2875,89.875,27.6,22.8,30.9,4.8,7.1
2014-05-25,28.2625,755.025,758.3875,82.0,28.0,23.9,34.9,10.2,7.5
2014-05-26,28.1,754.0125,757.3875,82.625,29.1,23.7,32.9,,7.4
2014-05-27,28.45,752.4,755.75,81.0,29.7,24.9,34.3,2.5,5.9
2014-05-28,28.25,751.9,755.25,81.125,30.5,24.6,34.9,,8.4
2014-05-29,27.7,751.475,754.825,82.875,28.8,25.0,33.9,0.3,8.7
2014-05-30,28.7125,751.725,755.0875,80.875,27.7,25.3,31.5,0.0,8.0
2014-05-31,29.7625,752.3125,755.65,74.375,30.9,25.7,35.9,0.0,9.5
2014-06-01,30.2625,751.7875,755.1125,72.75,31.7,25.8,35.9,,8.9
2014-06-02,29.975,750.35,753.6625,72.75,31.5,26.8,35.9,0.5,8.9
2014-06-03,26.25,749.7875,753.125,90.25,26.4,23.8,31.4,15.2,8.7
2014-06-04,29.05,749.625,752.975,78.75,30.4,25.0,34.9,14.0,8.1
2014-06-05,27.575,748.9875000000001,752.3,85.125,28.3,23.1,33.9,67.8,9.8
2014-06-06,25.1875,749.0,752.375,92.375,26.4,22.7,27.9,24.1,6.5
2014-06-07,25.9375,748.45,751.825,90.75,27.1,24.2,29.9,11.9,4.4
2014-06-08,28.925,747.5875,750.925,77.5,30.3,24.2,34.9,13.0,5.9
2014-06-09,27.8125,747.675,751.0,81.25,29.3,24.0,32.9,3.6,9.0
2014-06-10,27.2625,748.0,751.3125,84.0,28.6,25.5,30.9,0.8,6.9
2014-06-11,25.4625,748.375,751.725,93.375,26.3,24.5,28.9,29.2,4.8
2014-06-12,27.55,748.4875,751.8375,76.0,29.2,24.6,33.9,,5.6
2014-06-13,28.0125,748.9,752.225,66.0,30.8,21.7,34.9,,7.8
2014-06-14,29.3375,749.4875,752.825,63.875,31.7,23.1,35.9,,7.8
2014-06-15,29.8875,748.0125,751.3375,70.375,32.3,25.5,35.9,0.5,7.1
2014-06-16,30.7,747.75,751.0625,75.375,32.5,26.8,36.9,,8.3
2014-06-17,28.425,749.825,753.15,83.125,28.5,25.9,33.1,1.0,8.9
2014-06-18,28.6,749.8125,753.1375,81.75,28.8,25.1,33.9,,6.5
2014-06-19,29.45,748.775,752.1,80.25,30.1,27.1,34.0,1.3,9.3
2014-06-20,28.35,748.25,751.575,86.75,28.3,26.9,31.9,8.9,8.7
2014-06-21,27.1125,748.825,752.1625,88.0,26.7,24.2,30.9,31.5,8.4
2014-06-22,26.875,749.4625,752.8125,89.5,27.8,25.0,30.9,11.7,7.1
2014-06-23,26.7625,749.575,752.925,89.0,27.5,24.4,30.9,38.6,7.2
2014-06-24,27.6125,749.6625,752.9875,84.75,28.2,24.8,31.9,0.8,9.2
2014-06-25,27.5125,750.625,753.9625,89.25,27.6,24.6,28.9,22.9,6.9
2014-06-26,29.9875,751.1750000000001,754.5,76.125,31.0,26.2,34.9,,8.9
2014-06-27,30.3375,750.7125,754.0375,72.5,31.8,25.9,35.9,,7.4
2014-06-28,30.4625,749.775,753.0875,72.0,31.6,26.9,35.4,,6.0
2014-06-29,29.025,750.2125,753.55,79.625,31.0,25.9,34.9,11.7,8.4
2014-06-30,28.375,752.2125,755.575,82.0,30.3,26.3,33.9,0.5,12.2
2014-07-01,27.625,753.2,756.55,86.875,28.2,25.3,31.9,16.8,8.0
2014-07-02,27.9875,751.6875,755.0375,86.0,29.2,25.5,33.9,7.9,6.6
2014-07-03,29.5375,749.6875,753.025,77.375,30.5,25.5,33.9,,6.2
2014-07-04,30.2,749.3375,752.6375,71.75,31.6,25.7,35.9,,8.9
2014-07-05,30.9625,749.7375,753.0375,67.5,32.1,26.0,36.2,,8.1
2014-07-06,30.875,749.625,752.925,71.25,32.1,26.3,35.9,,7.7
2014-07-07,29.5125,748.1375,751.45,79.0,30.6,26.8,35.0,0.0,6.7
2014-07-08,27.9375,747.1875,750.5,85.625,28.5,24.9,34.9,10.2,7.7
2014-07-09,29.7125,748.375,751.6875,75.5,32.0,24.3,35.9,0.0,5.7
2014-07-10,28.925,749.475,752.8,82.625,31.0,26.5,35.9,20.6,7.4
2014-07-11,27.15,750.65,753.9875,89.5,28.0,25.5,30.0,8.9,6.0
2014-07-12,27.5375,751.7375,755.0500000000001,88.25,29.0,,,3.3,
2014-07-13,28.2375,752.825,756.2,82.75,30.5,25.4,,27.4,
2014-07-14,29.4625,753.4875,756.825,78.75,31.2,25.4,34.9,0.8,8.1
2014-07-15,29.6375,753.8,757.1375,75.625,30.7,26.3,34.9,0.5,8.6
2014-07-16,29.15,752.5625,755.9,75.5,30.9,25.1,33.9,,6.8
2014-07-17,29.3625,750.625,753.9625,72.625,31.7,24.7,34.9,,9.3
2014-07-18,27.0,750.075,753.4,81.125,28.2,25.2,31.9,7.4,16.1
2014-07-19,27.6625,751.875,755.2375,84.0,28.4,24.9,32.3,24.4,10.8
2014-07-20,28.375,752.7875,756.1375,82.125,29.8,25.8,33.9,7.6,5.0
2014-07-21,27.675,750.9875,754.325,85.0,28.3,25.0,32.2,0.0,5.6
2014-07-22,29.7125,748.5625,751.8874999999999,76.125,32.6,24.6,36.9,0.0,6.0
2014-07-23,31.0875,746.0125,749.3125,72.875,33.4,26.2,36.9,0.0,8.0
2014-07-24,29.65,746.8875,750.175,75.5,30.0,24.6,36.9,43.2,11.4
2014-07-25,27.4375,750.9,754.2625,84.375,29.0,22.5,33.2,8.1,9.3
2014-07-26,27.2625,753.375,756.75,84.125,29.2,24.0,33.9,2.3,8.6
2014-07-27,27.3125,753.3875,756.7625,84.25,29.4,24.9,32.9,9.9,8.3
2014-07-28,28.4875,751.4125,754.7625,77.25,31.1,24.2,35.9,0.0,5.9
2014-07-29,29.525,750.525,753.875,72.125,32.3,24.3,35.9,0.0,4.1
2014-07-30,30.2,750.525,753.85,72.625,32.3,25.5,35.9,,6.6
2014-07-31,30.5625,748.6375,751.95,73.625,33.4,25.7,37.9,,7.8
2014-08-01,29.3375,747.2,750.525,75.5,31.6,26.3,37.9,6.4,10.4
2014-08-02,28.4375,747.8375,751.175,78.375,30.3,24.4,36.9,40.1,8.1
2014-08-03,28.6875,747.9375,751.3,78.125,31.5,23.8,36.9,,6.1
2014-08-04,29.2,748.3375,751.65,77.42857142857143,31.2,25.6,34.9,,7.8
2014-08-05,29.875,749.05,752.375,74.75,31.5,25.7,35.9,1.0,9.2
2014-08-06,28.825,749.2,752.5125,80.125,29.5,26.1,34.9,65.3,6.6
2014-08-07,27.8,748.925,752.25,88.0,28.6,24.8,32.9,41.9,6.5
2014-08-08,28.4,748.6875,752.025,81.125,31.2,23.9,35.9,0.5,7.7
2014-08-09,29.7,749.575,752.9125,74.75,31.7,25.5,35.9,,8.7
2014-08-10,29.0125,749.6875,753.0125,78.75,30.7,25.8,35.9,38.6,9.9
2014-08-11,29.3,748.6625,752.0,77.875,31.2,25.6,35.9,,9.0
2014-08-12,28.45,747.7625,751.0875,82.375,29.1,26.5,35.9,104.1,9.6
2014-08-13,25.4375,748.9375,752.3,93.0,26.2,23.3,28.9,15.7,6.8
2014-08-14,27.2,752.1875,755.5625,88.0,27.6,25.2,29.9,15.2,7.5
2014-08-15,28.7375,753.85,757.1875,77.5,29.2,25.0,33.9,16.5,6.8
2014-08-16,27.825,752.925,756.275,79.375,28.7,23.7,32.9,,6.0
2014-08-17,28.3375,751.8375,755.1625,77.75,30.5,23.9,34.1,0.0,6.2
2014-08-18,29.6625,752.4625,755.8125,74.0,31.5,25.3,34.9,,7.1
2014-08-19,27.075,752.8625,756.225,82.25,26.5,23.7,31.3,66.0,9.6
2014-08-20,24.2875,754.1875,757.6,93.875,24.7,23.7,25.9,40.9,8.0
2014-08-21,26.35,754.375,757.7625,83.875,26.6,23.3,31.9,1.3,6.3
2014-08-22,25.75,754.5375,757.9125,90.0,28.3,24.0,32.9,36.1,5.0
2014-08-23,28.3,753.7625,757.125,79.0,29.9,23.9,33.9,,6.8
2014-08-24,28.8125,753.6625,757.0,74.375,30.1,25.3,33.9,,6.6
2014-08-25,28.8625,754.2,757.5375,75.125,30.9,24.3,34.9,,3.8
2014-08-26,28.875,754.5375,757.8875,76.875,30.8,24.8,34.9,,5.7
2014-08-27,29.0125,754.4875,757.85,72.125,30.9,24.1,34.9,,8.3
2014-08-28,28.0125,755.675,759.05,77.875,29.2,24.4,33.9,20.3,10.4
2014-08-29,28.525,756.0,759.375,79.5,30.8,23.7,34.9,0.5,4.7
2014-08-30,28.575,754.925,758.2875,75.875,31.2,24.4,35.9,6.9,6.8
2014-08-31,26.0125,754.225,757.6,88.0,27.7,23.9,32.9,11.2,7.5
2014-09-01,27.625,754.625,757.9875,81.5,29.6,23.5,35.9,,6.2
2014-09-02,28.225,754.7125,758.075,80.0,30.6,24.0,33.9,0.0,4.1
2014-09-03,29.4,753.5875,756.925,71.875,30.6,25.1,35.9,,7.5
2014-09-04,28.775,752.0,755.3375,72.5,31.3,23.8,35.9,,9.5
2014-09-05,25.7,752.2875,755.6625,89.875,27.3,24.6,31.9,2.3,6.9
2014-09-06,28.15,752.6375,756.0,78.0,30.4,23.3,34.9,1.8,6.6
2014-09-07,28.4625,752.4375,755.775,79.0,31.0,25.0,35.9,0.0,9.2
2014-09-08,27.35,751.9375,755.3,85.0,28.3,25.2,32.9,17.5,9.5
2014-09-09,28.75,752.425,755.775,79.875,28.5,25.4,32.9,,6.0
2014-09-10,28.5875,752.7,756.05,80.0,30.5,24.7,34.9,0.0,3.8
2014-09-11,28.5125,752.6375,755.975,80.625,30.7,25.4,34.9,,3.9
2014-09-12,27.075,751.8,755.15,85.5,28.8,24.9,33.9,17.5,8.1
2014-09-13,27.35,751.3625,754.7125,86.375,28.9,24.8,32.9,14.0,7.7
2014-09-14,28.975,751.4375,754.8,79.5,30.7,24.7,35.9,,6.0
2014-09-15,28.875,748.8,752.1125,77.875,30.9,25.2,34.9,5.6,16.1
2014-09-16,26.3,749.625,752.975,84.75,26.7,25.1,28.9,27.4,19.8
2014-09-17,27.1875,754.8375,758.2125,86.0,27.8,25.5,30.9,11.2,11.6
2014-09-18,28.2875,755.8125,759.15,79.125,30.3,24.8,33.9,,5.7
2014-09-19,29.125,752.125,755.45,76.125,30.5,24.2,34.9,,10.3
